name,KO/TKO,Submission,Decision - Unanimous,Decision - Majority,Decision - Split,StrikeBonus,5roundBonus,Value
Wade Shipp,0,0,0,0,0,10,0,10
Khadis Ibragimov,0,0,0,0,0,10,0,10
Louis Taylor,0,0,0,0,0,10,0,10
Kevin Jordan,0,0,0,0,0,9,0,9
Nazareno Malegarie,0,0,0,0,0,9,0,9
Steve Nelmark,0,0,0,0,0,9,0,9
Dylan Mantello,0,0,0,0,0,9,0,9
Eduardo Neves,0,0,0,0,0,9,0,9
Al Matavao,0,0,0,0,0,8,0,8
Anying Wang,0,0,0,0,0,8,0,8
Sergio Gomez,0,0,0,0,0,8,0,8
Bernardo Magalhaes,0,0,0,0,0,8,0,8
Jessica Rakoczy,0,0,0,0,0,8,0,8
Paulo Renato Junior,0,0,0,0,0,8,0,8
Anthony Macias,0,0,0,0,0,8,0,8
Marcelo Rojo,0,0,0,0,0,8,0,8
Joey Roberts,0,0,0,0,0,8,0,8
Hector Aldana,0,0,0,0,0,7,0,7
Teddy Ash,0,0,0,0,0,7,0,7
Gideon Ray,0,0,0,0,0,7,0,7
Keith Wisniewski,0,0,0,0,0,7,0,7
Yurij Kiseliov,0,0,0,0,0,7,0,7
Jesse Juarez,0,0,0,0,0,7,0,7
Rodney Faverus,0,0,0,0,0,7,0,7
Brian Sleeman,0,0,0,0,0,7,0,7
Leonardo Guimaraes,0,0,0,0,0,7,0,7
George Bush,0,0,0,0,0,7,0,7
Aaron Jeffery,0,0,0,0,0,7,0,7
Derrick Noble,0,0,0,0,0,7,0,7
Mark Schultz,0,0,0,0,0,7,0,7
Kestutis Smirnovas,0,0,0,0,0,7,0,7
Robert Densley,0,0,0,0,0,7,0,7
Taylor Johnson,0,0,0,0,0,7,0,7
Nandor Guelmino,0,0,0,0,0,7,0,7
Jacob Silva,0,0,0,0,0,7,0,7
Alex Andrade,0,0,0,0,0,6,0,6
Danny Mitchell,0,0,0,0,0,6,0,6
Anton Zafir,0,0,0,0,0,6,0,6
Kenneth Seegrist,0,0,0,0,0,6,0,6
Jose Landi-Jons,0,0,0,0,0,6,0,6
Bob Schrijber,0,0,0,0,0,6,0,6
Nissen Osterneck,0,0,0,0,0,6,0,6
Razak Al-Hassan,0,0,0,0,0,6,0,6
Brian Lo-A-Njoe,0,0,0,0,0,6,0,6
Kris McCray,0,0,0,0,0,6,0,6
Cesar Arzamendia,0,0,0,0,0,6,0,6
Dayana Silva,0,0,0,0,0,6,0,6
Shonte Barnes,0,0,0,0,0,6,0,6
Brian Schwartz,0,0,0,0,0,6,0,6
Corinne Laframboise,0,0,0,0,0,6,0,6
Joey Gambino,0,0,0,0,0,6,0,6
Joey Gomez,0,0,0,0,0,6,0,6
Carlton Jones,0,0,0,0,0,5,0,5
Roger Zapata,0,0,0,0,0,5,0,5
Jason Jackson,0,0,0,0,0,5,0,5
Larry Cureton,0,0,0,0,0,5,0,5
Nasrudin Nasrudinov,0,0,0,0,0,5,0,5
Anthony Morrison,0,0,0,0,0,5,0,5
Stewart Nicoll,0,0,0,0,0,5,0,5
Marilia Santos,0,0,0,0,0,5,0,5
Jamie Yager,0,0,0,0,0,5,0,5
Kazuma Maruyama,0,0,0,0,0,5,0,5
Grigory Popov,0,0,0,0,0,5,0,5
Roybert Echeverria,0,0,0,0,0,5,0,5
Steve Judson,0,0,0,0,0,5,0,5
Kwan Ho Kwak,0,0,0,0,0,4,0,4
Juan Andres Luna,0,0,0,0,0,4,0,4
Stefan Leko,0,0,0,0,0,4,0,4
Niklas Stolze,0,0,0,0,0,4,0,4
Juan Manuel Puig,0,0,0,0,0,4,0,4
JunYoung Hong,0,0,0,0,0,4,0,4
Lisa Kyriacou,0,0,0,0,0,4,0,4
Cristina Stanciu,0,0,0,0,0,4,0,4
Michal Figlak,0,0,0,0,0,4,0,4
Jordan Vucenic,0,0,0,0,0,4,0,4
Cam Rowston,0,0,0,0,0,4,0,4
Rafael  Del Real,0,0,0,0,0,4,0,4
Josh LaBerge,0,0,0,0,0,4,0,4
Wagner Prado,0,0,0,0,0,4,0,4
Christina Marks,0,0,0,0,0,4,0,4
Kyle Dietz,0,0,0,0,0,3,0,3
Errol Zimmerman,0,0,0,0,0,3,0,3
Bobby Nash,0,0,0,0,0,3,0,3
Oliver Enkamp,0,0,0,0,0,3,0,3
Mike Moreno,0,0,0,0,0,3,0,3
Nikolay Veretennikov,0,0,0,0,0,3,0,3
Eli Aronov,0,0,0,0,0,3,0,3
Vitor Ribeiro,0,0,0,0,0,3,0,3
Anthony Lapsley,0,0,0,0,0,3,0,3
Alexander Morgan,0,0,0,0,0,3,0,3
Jake Lindsey,0,0,0,0,0,3,0,3
Rodrigo Lidio,0,0,0,0,0,3,0,3
Hayder Hassan,0,0,0,0,0,3,0,3
Bobby McAndrews,0,0,0,0,0,3,0,3
Royce Alger,0,0,0,0,0,3,0,3
Tuco Tokkos,0,0,0,0,0,3,0,3
Elaina Maxwell,0,0,0,0,0,3,0,3
Gary Padilla,0,0,0,0,0,3,0,3
Lucasz Sudolski,0,0,0,0,0,3,0,3
Ernie Verdicia,0,0,0,0,0,2,0,2
Fernando Bruno,0,0,0,0,0,2,0,2
Kyle Sturgeon,0,0,0,0,0,2,0,2
Lucio Linhares,0,0,0,0,0,2,0,2
Rodolfo Rubio Perez,0,0,0,0,0,2,0,2
Mario Piazzon,0,0,0,0,0,2,0,2
Masanori Suda,0,0,0,0,0,2,0,2
Chris Hofmann,0,0,0,0,0,2,0,2
Bryan Vetell,0,0,0,0,0,2,0,2
Yuri Villefort,0,0,0,0,0,2,0,2
Drew Dimanlig,0,0,0,0,0,2,0,2
Won Sik Park,0,0,0,0,0,2,0,2
Yuki Sasaki,0,0,0,0,0,2,0,2
Lisa Ellis,0,0,0,0,0,2,0,2
Ulysses Gomez,0,0,0,0,0,2,0,2
Scott Norton,0,0,0,0,0,2,0,2
Lucas Gamaza,0,0,0,0,0,2,0,2
Luis Santos,0,0,0,0,0,2,0,2
Ren Ozaki,0,0,0,0,0,2,0,2
Vinicius Cenci,0,0,0,0,0,2,0,2
Mike Campbell,0,0,0,0,0,2,0,2
Brandon Melendez,0,0,0,0,0,2,0,2
Cameron VanCamp,0,0,0,0,0,2,0,2
Juancamilo Ronderos,0,0,0,0,0,2,0,2
David Lee,0,0,0,0,0,1,0,1
Tim Williams,0,0,0,0,0,1,0,1
Sarah D'alelio,0,0,0,0,0,1,0,1
Won Jin Eoh,0,0,0,0,0,1,0,1
Dmitri Stepanov,0,0,0,0,0,1,0,1
Harry Moskowitz,0,0,0,0,0,1,0,1
Alejandro Garcia,0,0,0,0,0,1,0,1
Paul Georgieff,0,0,0,0,0,1,0,1
John Cofer,0,0,0,0,0,1,0,1
Branko Cikatic,0,0,0,0,0,1,0,1
Alvin Cacdac,0,0,0,0,0,1,0,1
Joe Charles,0,0,0,0,0,1,0,1
Joao Roque,0,0,0,0,0,1,0,1
Fabio Cherant,0,0,0,0,0,1,0,1
Leonardo Morales,0,0,0,0,0,1,0,1
Tim Lajcik,0,0,0,0,0,1,0,1
Emily Kagan,0,0,0,0,0,1,0,1
Tommy Hayden,0,0,0,0,0,1,0,1
Antwain Britt,0,0,0,0,0,1,0,1
Tom Blackledge,0,0,0,0,0,1,0,1
Alex Ricci,0,0,0,0,0,1,0,1
Lee Kwan Bum,0,0,0,0,0,1,0,1
Scott Fiedler,0,0,0,0,0,1,0,1
Kristof Midoux,0,0,0,0,0,1,0,1
Dennis Reed,0,0,0,0,0,1,0,1
Lukasz Sajewski,0,0,0,0,0,1,0,1
Minoki Ichihara,0,0,0,0,0,1,0,1
Seichi Ikemoto,0,0,0,0,0,1,0,1
Ariel Beck,0,0,0,0,0,1,0,1
Amiran Gogoladze,0,0,0,0,0,1,0,1
Philip Preece,0,0,0,0,0,1,0,1
Kyron Bowen,0,0,0,0,0,1,0,1
Jared Papazian,0,0,0,0,0,1,0,1
Leonardo Silva de Oliveira,0,0,0,0,0,1,0,1
Jumabieke Tuerxun,0,0,0,0,0,1,0,1
Nathan Jones,0,0,0,0,0,1,0,1
Liliya Shakirova,0,0,0,0,0,1,0,1
Maurice Mitchell,0,0,0,0,0,1,0,1
Emiliano Sordi,0,0,0,0,0,1,0,1
Mark Holst,0,0,0,0,0,1,0,1
Clay French,0,0,0,0,0,1,0,1
Takafumi Otsuka,0,0,0,0,0,1,0,1
Paul Rodriguez,0,0,0,0,0,1,0,1
Sean Salmon,0,0,0,0,0,1,0,1
Wes Combs,0,0,0,0,0,1,0,1
David Hood,0,0,0,0,0,1,0,1
Marcus Bossett,0,0,0,0,0,1,0,1
Greg Rebello,0,0,0,0,0,1,0,1
Mike Jackson,0,0,0,0,0,1,0,1
Caros Fodor,0,0,0,0,0,1,0,1
Amir Rahnavardi,0,0,0,0,0,1,0,1
Jorge Lopez,0,0,0,0,0,1,0,1
Flavio Luiz Moura,0,0,0,0,0,1,0,1
Reese Andy,0,0,0,0,0,0,0,0
Wes Albritton,0,0,0,0,0,0,0,0
Aurelijus Kerpe,0,0,0,0,0,0,0,0
Hiroyuki Abe,0,0,0,0,0,0,0,0
Raou Raou,0,0,0,0,0,0,0,0
Roman Salazar,0,0,0,0,0,0,0,0
Shane Howell,0,0,0,0,0,0,0,0
Erik Apple,0,0,0,0,0,0,0,0
Jae Hyun Park,0,0,0,0,0,0,0,0
Gigo Jara,0,0,0,0,0,0,0,0
Mal Foki,0,0,0,0,0,0,0,0
Victor Dias,0,0,0,0,0,0,0,0
Matheus Scheffel,0,0,0,0,0,0,0,0
Angela Magana,0,0,0,0,0,0,0,0
Justin Bruckmann,0,0,0,0,0,0,0,0
Ryan Roberts,0,0,0,0,0,0,0,0
Hugo Cunha,0,0,0,0,0,0,0,0
Leiticia Pestova,0,0,0,0,0,0,0,0
Adam Yandiev,0,0,0,0,0,0,0,0
Dae Won Kim,0,0,0,0,0,0,0,0
Aaron Phillips,0,0,0,0,0,0,0,0
Nick Rossborough,0,0,0,0,0,0,0,0
Luke Caudillo,0,0,0,0,0,0,0,0
Carlos Calderon,0,0,0,0,0,0,0,0
Masutatsu Yano,0,0,0,0,0,0,0,0
Shane Primm,0,0,0,0,0,0,0,0
Anthony Christodoulou,0,0,0,0,0,0,0,0
Yukio Sakaguchi,0,0,0,0,0,0,0,0
Murtaza Talha,0,0,0,0,0,0,0,0
Dan Moret,0,0,0,0,0,0,0,0
Junior Barata,0,0,0,0,0,0,0,0
Felix Lee Mitchell,0,0,0,0,0,0,0,0
David Roberts,0,0,0,0,0,0,0,0
Rosi Sexton,0,0,0,0,0,0,0,0
Mitch Ramirez,0,0,0,0,0,0,0,0
Ruan Potts,0,0,0,0,0,0,0,0
Henrique Shiguemoto,0,0,0,0,0,0,0,0
Carlos Leal,0,0,0,0,0,0,0,0
David Kaplan,0,0,0,0,0,0,0,0
Tyra Parker,0,0,0,0,0,0,0,0
Rafael Freitas,0,0,0,0,0,0,0,0
Ray Wizard,0,0,0,0,0,0,0,0
Andre Walker,0,0,0,0,0,0,0,0
Junya Kudo,0,0,0,0,0,0,0,0
Darrell Montague,0,0,0,0,0,0,0,0
Will Chope,0,0,0,0,0,0,0,0
Adam Cella,0,0,0,0,0,0,0,0
Justin Haskins,0,0,0,0,0,0,0,0
Frank Lester,0,0,0,0,0,0,0,0
Moti Horenstein,0,0,0,0,0,0,0,0
Rhys McKee,0,0,0,0,0,0,0,0
Sean Daugherty,0,0,0,0,0,0,0,0
Kevin Natividad,0,0,0,0,0,0,0,0
Lodune Sincaid,0,0,0,0,0,0,0,0
Hu Yaozong,0,0,0,0,0,0,0,0
Denis Sobolev,0,0,0,0,0,0,0,0
Donald Sanchez,0,0,0,0,0,0,0,0
Reza Nasri,0,0,0,0,0,0,0,0
Herdem Alacabek,0,0,0,0,0,0,0,0
Jason Reinhardt,0,0,0,0,0,0,0,0
Zviad Lazishvili,0,0,0,0,0,0,0,0
Eddy Millis,0,0,0,0,0,0,0,0
Steve Berger,0,0,0,0,0,0,0,0
Townsend Saunders,0,0,0,0,0,0,0,0
Matt Lucas,0,0,0,0,0,0,0,0
Wallen Del Rosario,0,0,0,0,0,0,0,0
Tim Catalfo,0,0,0,0,0,0,0,0
Nicdali Rivera-Calanoc,0,0,0,0,0,0,0,0
Bruno Oliveira,0,0,0,0,0,0,0,0
Alberto Crane,0,0,0,0,0,0,0,0
Nick Fiore,0,0,0,0,0,0,0,0
Anna Elmose,0,0,0,0,0,0,0,0
Yazan Hajeh,0,0,0,0,0,0,0,0
Fabiano Scherner,0,0,0,0,0,0,0,0
Liudvik Sholinian,0,0,0,0,0,0,0,0
Bristol Marunde,0,0,0,0,0,0,0,0
Ryuki Ueyama,0,0,0,0,0,0,0,0
Izabela Badurek,0,0,0,0,0,0,0,0
Dos Caras Jr.,0,0,0,0,0,0,0,0
Angel Pacheco,0,0,0,0,0,0,0,0
Suman Mokhtarian,0,0,0,0,0,0,0,0
Hashem Arkhagha,0,0,0,0,0,0,0,0
Masanori Tonooka,0,0,0,0,0,0,0,0
Sean Alvarez,0,0,0,0,0,0,0,0
CJ Keith,0,0,0,0,0,0,0,0
Marcus Silveira,0,0,0,0,0,0,0,0
Matt Bessette,0,0,0,0,0,0,0,0
Windri Patilima,0,0,0,0,0,0,0,0
JJ Ambrose,0,0,0,0,0,0,0,0
Richie Smullen,0,0,0,0,0,0,0,0
Brandon Saling,0,0,0,0,0,0,0,0
Nick Newell,0,0,0,0,0,0,0,0
Greg McIntyre,0,0,0,0,0,0,0,0
Sam Fulton,0,0,0,0,0,0,0,0
Jason Godsey,0,0,0,0,0,0,0,0
Ryan Parker,0,0,0,0,0,0,0,0
Eric Wisely,0,0,0,0,0,0,0,0
Charlie Kohler,0,0,0,0,0,0,0,0
John Marsh,0,0,0,0,0,0,0,0
Mehdi Baghdad,0,0,0,0,0,0,0,0
John Renken,0,0,0,0,0,0,0,0
Wagner Campos,0,0,0,0,0,0,0,0
James Giboo,0,0,0,0,0,0,0,0
Andreas Stahl,0,0,0,0,0,0,0,0
Xavier Foupa-Pokam,0,0,0,0,0,0,0,0
Patricia Alujas,0,0,0,0,0,0,0,0
Abdellah Er-Ramy,0,0,0,0,0,0,0,0
Ramona Pascual,0,0,0,0,0,0,0,0
Dave Phillips,0,0,0,0,0,0,0,0
Steve Kennedy,0,0,0,0,0,0,0,0
Claudia Leite,0,0,0,0,0,0,0,0
JungHyun Lee,0,0,0,0,0,0,0,0
Leon Shahbazyan,0,0,0,0,0,0,0,0
Jason Suttie,0,0,0,0,0,0,0,0
Alex Torres,0,0,0,0,0,0,0,0
Guilherme Vasconcelos,0,0,0,0,0,0,0,0
Tina Lahdemaki,0,0,0,0,0,0,0,0
Yusuke Imamura,0,0,0,0,0,0,0,0
Andy Enz,0,0,0,0,0,0,0,0
Jeremy  Freitag,0,0,0,0,0,0,0,0
Brian Geraghty,0,0,0,0,0,0,0,0
Stevie Lynch,0,0,0,0,0,0,0,0
Rainn Guerrero,0,0,0,0,0,0,0,0
Michel Quinones,0,0,0,0,0,0,0,0
Jong Man Kim,0,0,0,0,0,0,0,0
TJ Cook,0,0,0,0,0,0,0,0
Jason Tan,0,0,0,0,0,0,0,0
Mitch Raposo,0,0,0,0,0,0,0,0
Kazunori Yokota,0,0,0,0,0,0,0,0
Ron Fields,0,0,0,0,0,0,0,0
Maimaitituoheti Keremuaili,0,0,0,0,0,0,0,0
Justin Jones,0,0,0,0,0,0,0,0
Yuri Vaulin,0,0,0,0,0,0,0,0
Marcos Conrado Jr.,0,0,0,0,0,0,0,0
Dante Rivera,0,0,0,0,0,0,0,0
Chris Sanford,0,0,0,0,0,0,0,0
Wendell Oliveira Marques,0,0,0,0,0,0,0,0
Jose Maria,0,0,0,0,0,0,0,0
Chris Liguori,0,0,0,0,0,0,0,0
Yanis Ghemmouri,0,0,0,0,0,0,0,0
Vernon White,0,0,0,0,0,0,0,0
Mike Bourke,0,0,0,0,0,0,0,0
Will Santiago,0,0,0,0,0,0,0,0
Gaetano Pirrello,0,0,0,0,0,0,0,0
Iliarde Santos,0,0,0,0,0,0,0,0
Solomon Hutcherson,0,0,0,0,0,0,0,0
Tony Juarez,0,0,0,0,0,0,0,0
Steven Koslow,0,0,0,0,0,0,0,0
Joao Pierini,0,0,0,0,0,0,0,0
Murad Chunkaiev,0,0,0,0,0,0,0,0
Derrick Krantz,0,0,0,0,0,0,0,0
Carl Deaton,0,0,0,0,0,0,0,0
Jesse Forbes,0,0,0,0,0,0,0,0
Ozzy Diaz,0,0,0,0,0,0,0,0
Ansar Chalangov,0,0,0,0,0,0,0,0
Kelly Dullanty,0,0,0,0,0,0,0,0
Teila Tuli,0,0,0,0,0,0,0,0
Federico Lopez,0,0,0,0,0,0,0,0
Pearl Gonzalez,0,0,0,0,0,0,0,0
Christophe Leninger,0,0,0,0,0,0,0,0
Todd Gouwenberg,0,0,0,0,0,0,0,0
Joe Camacho,0,0,0,0,0,0,0,0
Samy Schiavo,0,0,0,0,0,0,0,0
Joao Elias,0,0,0,0,0,0,0,0
Neil Wain,0,0,0,0,0,0,0,0
David Dodd,0,0,0,0,0,0,0,0
Fabio Silva,0,0,0,0,0,0,0,0
Thomas Paull,0,0,0,0,0,0,0,0
Yoko Takahashi,0,0,0,0,0,0,0,0
Daniel Jolly,0,0,0,0,0,0,0,0
Josh Wick,0,0,0,0,0,0,0,0
Igor Zinoviev,0,0,0,0,0,0,0,0
Fatima Kline,0,0,0,0,0,0,0,0
Elvis Mutapcic,0,0,0,0,0,0,0,0
Yosuke Nishijima,0,0,0,0,0,0,0,0
Ravena Oliveira,0,0,0,0,0,0,0,0
Kailan Hill,0,0,0,0,0,0,0,0
Michal Martinek,0,0,0,0,0,0,0,0
Ivan Serati,0,0,0,0,0,0,0,0
Kasey Tanner,0,0,0,0,0,0,0,0
Sidney Silva,0,0,0,0,0,0,0,0
Tetsuji Kato,0,0,0,0,0,0,0,0
Jesse Bongfeldt,0,0,0,0,0,0,0,0
Mike Wessel,0,0,0,0,0,0,0,0
Jules Bruchez,0,0,0,0,0,0,0,0
Pedro Otavio,0,0,0,0,0,0,0,0
Roberto Traven,0,0,0,0,0,0,0,0
Tsuyoshi Kurihara,0,0,0,0,0,0,0,0
Frank Megallon,0,0,0,0,0,0,0,0
Greg Stott,0,0,0,0,0,0,0,0
Magomed Sultanakhmedov,0,0,0,0,0,0,0,0
Scott Harper,0,0,0,0,0,0,0,0
Johil de Oliveira,0,0,0,0,0,0,0,0
Anthony Ivy,0,0,0,0,0,0,0,0
Cindy Dandois,0,0,0,0,0,0,0,0
Leo Sylvest,0,0,0,0,0,0,0,0
Mabelly Lima,0,0,0,0,0,0,0,0
Iouri Kotchkine,0,0,0,0,0,0,0,0
David Gardner,0,0,0,0,0,0,0,0
Jesse Sanders,0,0,0,0,0,0,0,0
Adrian Diaz,0,0,0,0,0,0,0,0
Sheila Gaff,0,0,0,0,0,0,0,0
Brad Imes,0,0,0,0,0,0,0,0
Rolles Gracie,0,0,0,0,0,0,0,0
Chris Guillen,0,0,0,0,0,0,0,0
Chuck O'Neil,0,0,0,0,0,0,0,0
Wataru Sakata,0,0,0,0,0,0,0,0
Jorge de Oliveira,0,0,0,0,0,0,0,0
Michael Imperato,0,0,0,0,0,0,0,0
Peggy Morgan,0,0,0,0,0,0,0,0
Pauline Macias,0,0,0,0,0,0,0,0
Chris Solomon,0,0,0,0,0,0,0,0
Angga,0,0,0,0,0,0,0,0
Anistavio Medeiros,0,0,0,0,0,0,0,0
Floyd Sword,0,0,0,0,0,0,0,0
Jacobi Jones,0,0,0,0,0,0,0,0
Jay Cucciniello,0,0,0,0,0,0,0,0
Joe Giannetti,0,0,0,0,0,0,0,0
Josh Rafferty,0,0,0,0,0,0,0,0
Shaun Etchell,0,0,0,0,0,0,0,0
Ronys Torres,0,0,0,0,0,0,0,0
Stephen Ledbetter,0,0,0,0,0,0,0,0
Robert Bryczek,0,0,0,0,0,0,0,0
Tomohiko Hashimoto,0,0,0,0,0,0,0,0
Josh Copeland,0,0,0,0,0,0,0,0
Jermaine Andre,0,0,0,0,0,0,0,0
Yukiya Naito,0,0,0,0,0,0,0,0
Leigh Remedios,0,0,0,0,0,0,0,0
Alberta Cerra Leon,0,0,0,0,0,0,0,0
Isabela de Padua,0,0,0,0,0,0,0,0
Mario Rivera,0,0,0,0,0,0,0,0
Darrel Gholar,0,0,0,0,0,0,0,0
Rainy Martinez,0,0,0,0,0,0,0,0
Damir Mirenic,0,0,0,0,0,0,0,0
Maiju Kujala,0,0,0,0,0,0,0,0
Ericka Almeida,0,0,0,0,0,0,0,0
Steve Vigneault,0,0,0,0,0,0,0,0
Cory Hendricks,0,0,0,0,0,0,0,0
Bill Duvall,0,0,0,0,0,0,0,0
Taiga Iwasaki,0,0,0,0,0,0,0,0
Larry Parker,0,0,0,0,0,0,0,0
Fiona Muxlow,0,0,0,0,0,0,0,0
Shunichi Shimizu,0,0,0,0,0,0,0,0
Rene Kronvold,0,0,0,0,0,0,0,0
Garrett Gross,0,0,0,0,0,0,0,0
Tatsuya Saika,0,0,0,0,0,0,0,0
Bryson Kamaka,0,0,0,0,0,0,0,0
Braxton Smith,0,0,0,0,0,0,0,0
Ryan MacDonald,0,0,0,0,0,0,0,0
Kaik Brito,0,0,0,0,0,0,0,0
Robert Breslin,0,0,0,0,0,0,0,0
Angel De Anda,0,0,0,0,0,0,0,0
Tom Egan,0,0,0,0,0,0,0,0
Hugo Duarte,0,0,0,0,0,0,0,0
John Dowdy,0,0,0,0,0,0,0,0
Marc Stevens,0,0,0,0,0,0,0,0
Cesar Gracie,0,0,0,0,0,0,0,0
Milton Vieira,0,0,0,0,0,0,0,0
Andy Anderson,0,0,0,0,0,0,0,0
Sammy Morgan,0,0,0,0,0,0,0,0
Karla Benitez,0,0,0,0,0,0,0,0
Nikolajus Cilkinas,0,0,0,0,0,0,0,0
John Dixson,0,0,0,0,0,0,0,0
Jinnosuke Kashimura,0,0,0,0,0,0,0,0
Josh Bennett,0,0,0,0,0,0,0,0
Pawan Maan,0,0,0,0,0,0,0,0
Andrei Kopylov,0,0,0,0,0,0,0,0
Fabio Nascimento,0,0,0,0,0,0,0,0
Tatsuya Ando,0,0,0,0,0,0,0,0
Antonio Trocoli,0,0,0,0,0,0,0,0
Kelly Velasco,0,0,0,0,0,0,0,0
Donnie Chappell,0,0,0,0,0,0,0,0
Mike Altman,0,0,0,0,0,0,0,0
Keigo Kunihara,0,0,0,0,0,0,0,0
Joe Duarte,0,0,0,0,0,0,0,0
Chris Tickle,0,0,0,0,0,0,0,0
Alexandre Franca Nogueira,0,0,0,0,0,0,0,0
Dylan Lockard,0,0,0,0,0,0,0,0
Martin Svensson,0,0,0,0,0,0,0,0
Shayna Baszler,0,0,0,0,0,0,0,0
Anthony Leone,0,0,0,0,0,0,0,0
Ashiek Ajim,0,0,0,0,0,0,0,0
Mitchell Sipe,0,0,0,0,0,0,0,0
Tomomi Iwama,0,0,0,0,0,0,0,0
Acacio Dos Santos,0,0,0,0,0,0,0,0
Josh Thornburg,0,0,0,0,0,0,0,0
Jarrod Kwitty,0,0,0,0,0,0,0,0
Edson Gomez,0,0,0,0,0,0,0,0
Saeed Hosseini,0,0,0,0,0,0,0,0
Harry Hunsucker,0,0,0,0,0,0,0,0
John Teixeira,0,0,0,0,0,0,0,0
Jesse Murray,0,0,0,0,0,0,0,0
Jesse Moreng,0,0,0,0,0,0,0,0
Kevin Szaflarski,0,0,0,0,0,0,0,0
Matt Skelton,0,0,0,0,0,0,0,0
Trent Jenkins,0,0,0,0,0,0,0,0
Raul Castillo,0,0,0,0,0,0,0,0
Francois Botha,0,0,0,0,0,0,0,0
Sione Latu,0,0,0,0,0,0,0,0
Phil Caracappa,0,0,0,0,0,0,0,0
Jeff Cox,0,0,0,0,0,0,0,0
Joe Jordan,0,0,0,0,0,0,0,0
Bruno Carvalho,0,0,0,0,0,0,0,0
Richard Dalton,0,0,0,0,0,0,0,0
YeDam Seo,0,0,0,0,0,0,0,0
Pat Schilling,0,0,0,0,0,0,0,0
Allen Berube,0,0,0,0,0,0,0,0
Ashe Bowman,0,0,0,0,0,0,0,0
Erick Wanderlei,0,0,0,0,0,0,0,0
Sandra Lavado,0,0,0,0,0,0,0,0
Felipe Bunes,0,0,0,0,0,0,0,0
Donovan Beard,0,0,0,0,0,0,0,0
Yoshinori Horie,0,0,0,0,0,0,0,0
Alfred Khashakyan,0,0,0,0,0,0,0,0
Danilo Suzart,0,0,0,0,0,0,0,0
Jeff Terry,0,0,0,0,0,0,0,0
Joe Martin,0,0,0,0,0,0,0,0
Fabio Mello,0,0,0,0,0,0,0,0
Jaimelene Nievera,0,0,0,0,0,0,0,0
Marcin Wrzosek,0,0,0,0,0,0,0,0
Koichiro Matsumoto,0,0,0,0,0,0,0,0
Austin Tweedy,0,0,0,0,0,0,0,0
Cory Walmsley,0,0,0,0,0,0,0,0
Rodrigo Ruas,0,0,0,0,0,0,0,0
Aaron Wetherspoon,0,0,0,0,0,0,0,0
Emiliano Linares,0,0,0,0,0,0,0,0
Jamelle Jones,0,0,0,0,0,0,0,0
Manolo Zecchini,0,0,0,0,0,0,0,0
Neil Grove,0,0,0,0,0,0,0,0
Jair Farias,0,0,0,0,0,0,0,0
Gregory Bouchelaghem,0,0,0,0,0,0,0,0
Frank Caracci,0,0,0,0,0,0,0,0
Gauge Young,0,0,0,0,0,0,0,0
Tom Tuggle,0,0,0,0,0,0,0,0
Peter Petties,0,0,0,0,0,0,0,0
Kenji Arai,0,0,0,0,0,0,0,0
Brian Cobb,0,0,0,0,0,0,0,0
Jorge Patino,0,0,0,0,0,0,0,0
Ron van Clief,0,0,0,0,0,0,0,0
Magno Almeida,0,0,0,0,0,0,0,0
Sean O'Haire,0,0,0,0,0,0,0,0
Nick Serra,0,0,0,0,0,0,0,0
Rick Davis,0,0,0,0,0,0,0,0
Antony Rea,0,0,0,0,0,0,0,0
Todd Brown,0,0,0,0,0,0,0,0
Thomas Ramirez,0,0,0,0,0,0,0,0
Joe Benoit,0,0,0,0,0,0,0,0
Maka Watson,0,0,0,0,0,0,0,0
Melinda Fabian,0,0,0,0,0,0,0,0
Chad Johnson,0,0,0,0,0,0,0,0
Darrill Schoonover,0,0,0,0,0,0,0,0
Jin Oh Kim,0,0,0,0,0,0,0,0
Elias Urbina,0,0,0,0,0,0,0,0
Johnny Sampaio,0,0,0,0,0,0,0,0
Sim Kai Xiong,0,0,0,0,0,0,0,0
Kevin Knabjian,0,0,0,0,0,0,0,0
Aaron Wilkinson,0,0,0,0,0,0,0,0
Sherman Pendergarst,0,0,0,0,0,0,0,0
Gerald Strebendt,0,0,0,0,0,0,0,0
Ty Flores,0,0,0,0,0,0,0,0
Danny Abbadi,0,0,0,0,0,0,0,0
Willie Peeters,0,0,0,0,0,0,0,0
Rico Farrington,0,0,0,0,0,0,0,0
Marcus Jones,0,0,0,0,0,0,0,0
Lucas Stark,0,0,0,0,0,0,0,0
Estefani Almeida,0,0,0,0,0,0,0,0
Young Sam Jung,0,0,0,0,0,0,0,0
Kerry Schall,0,0,0,0,0,0,0,0
Robert Lucarelli,0,0,0,0,0,0,0,0
Mohammad Yahya,0,0,0,0,0,0,0,0
Shannon Ritch,0,0,0,0,0,0,0,0
Filip Pejic,0,0,0,0,0,0,0,0
Gilbert Rael,0,0,0,0,0,0,0,0
Rolando Perez,0,0,0,0,0,0,0,0
Zach Light,0,0,0,0,0,0,0,0
Quang Le,0,0,0,0,0,0,0,0
Chris Mierzwiak,0,0,0,0,0,0,0,0
Humberto Brown Morrison,0,0,0,0,0,0,0,0
Melchor Manibusan,0,0,0,0,0,0,0,0
Salim Touahri,0,0,0,0,0,0,0,0
Devin Smyth,0,0,0,0,0,0,0,0
