name,KO/TKO,Submission,Decision - Unanimous,Decision - Majority,Decision - Split,StrikeBonus,5roundBonus
Rei Tsuruya,100,90,185,0,0,48,0
Mike Bencic,50,0,0,0,0,0,0
Eduardo Garagorri,0,50,80,0,0,37,0
Humberto Bandenay,125,0,50,0,0,4,0
Lucas Gamaza,25,0,0,0,0,2,0
Jose Landi-Jons,0,25,25,0,0,6,0
Dashawn Boatwright,25,0,0,0,0,0,0
Jeremy Kimball,150,25,0,0,0,13,0
Zhang Mingyang,425,0,0,0,0,77,25
Nyamjargal Tumendemberel,0,180,0,0,95,17,0
Joachim Christensen,125,50,0,0,0,25,0
Elijah Smith,100,0,80,0,0,37,0
Toshiomi Kazama,75,90,80,0,0,3,0
Ian Freeman,225,25,80,0,0,40,0
Tedd Williams,100,0,25,0,0,0,0
Cameron Smotherman,25,0,130,0,0,39,0
Chase Beebe,25,50,160,0,25,64,75
Justin Lawrence,125,25,0,0,0,21,0
Dylan Andrews,225,25,0,0,0,14,0
Jimmy Quinlan,25,0,0,0,0,0,0
JC Cottrell,0,25,25,0,0,0,0
Reginaldo Vieira,0,25,105,0,0,33,0
Roybert Echeverria,25,0,0,0,0,5,0
Zac Pauga,50,0,105,0,0,68,0
Efrain Escudero,100,140,365,0,0,146,0
Sangwook Kim,100,180,25,0,0,38,0
Daichi Kamiya,25,0,0,0,0,0,0
Daniel Lacerda,75,50,0,0,0,0,0
Kazunari Murakami,25,90,0,0,0,2,0
Rubin Williams,0,25,0,0,0,0,0
Eddie Gordon,125,25,0,0,25,17,0
Isaac Dulgarian,100,115,0,0,25,71,0
Raquel Pa'aluhi,0,25,0,0,0,0,0
Mackens Semerzier,0,230,25,0,25,7,0
Andy Ologun,100,25,80,0,0,45,0
Fabiano Iha,150,180,50,0,0,9,0
Gerard Gordeau,200,25,0,0,0,14,0
Kevin Rosier,125,0,0,0,0,3,0
Augusto Montano,125,0,25,0,0,27,0
Jerome Rivera,50,25,105,0,0,32,0
Brendon Marotte,25,25,0,0,0,0,0
Shi Ming,0,0,105,0,0,12,0
Quinn Mulhern,25,0,25,0,70,0,0
Aisling Daly,0,90,105,0,0,53,0
Richardson Moreira,25,0,0,0,25,0,0
Shaheen Santana,0,25,0,0,0,0,0
Luke Flores,0,50,0,0,0,0,0
Qiu Lun,0,0,130,0,0,78,0
Rin Nakai,0,0,50,0,0,0,0
Dion Staring,25,25,0,0,0,0,0
Marcos Mariano,0,25,25,0,0,0,0
Crosley Gracie,0,90,25,0,0,4,0
Desmond Torres,25,0,0,0,0,0,0
Theo Rlayang,0,0,25,0,0,0,0
Art Santore,25,0,0,0,0,0,0
Simeon Thoresen,25,90,25,0,0,11,0
Jeremiah Constant,25,0,0,0,0,0,0
Ryuta Sakurai,0,25,50,0,0,0,0
Bryan Pardoe,50,25,0,0,0,0,25
Gabe Green,125,90,130,0,0,38,0
Matheus Camilo,0,25,80,0,0,1,0
Eli Aronov,0,25,0,0,0,3,0
Korey Kuppe,0,0,25,0,0,0,0
Chris Clements,125,0,25,0,70,58,0
Konstantin Erokhin,0,0,50,0,0,0,0
Minoru Toyonaga,25,0,0,0,0,0,0
Francis Marshall,125,0,80,0,120,36,0
Issei Tamura,150,0,0,0,0,9,0
Eduardo Neves,25,25,0,0,0,9,0
Carli Judice,200,0,0,0,50,130,0
Yuneisy Duben,25,0,0,0,0,0,0
Katsuaki Furuki,0,0,25,0,0,0,0
Dylan Mantello,0,50,0,0,0,9,0
Julio Paulino,0,0,50,0,0,0,0
Yanal Ashmouz,100,0,130,0,0,13,0
Phil Cardella,0,0,25,0,25,15,0
Cory Devela,125,25,0,0,0,20,0
Mario Pinto,200,0,0,0,0,28,0
Maria Silva,0,0,105,0,0,56,0
Kathryn Paprocki,0,0,25,0,0,0,0
Jarjis Danho,100,0,0,25,0,8,0
Rodolfo Marques Diniz,0,0,105,0,0,11,0
Yoislandy Izquierdo,0,25,25,0,0,35,0
David Mitchell,25,0,155,0,0,15,0
Lucio Linhares,0,25,0,0,0,2,0
Bruno Lopes,150,0,80,0,0,9,0
Mikheil Sazhiniani,25,0,0,0,0,0,0
Kamuela Kirk,25,25,105,0,0,8,0
Jerome LeBanner,100,0,25,0,0,5,0
James Mulheron,0,0,25,0,0,0,0
Lucas Fernando,0,0,25,0,0,0,0
Zachary Borrego,0,25,0,0,0,0,0
Rodolfo Vieira,25,475,130,0,0,51,0
Jason Black,100,50,0,0,25,0,0
Matt Grice,50,50,80,0,95,134,0
Nah-Shon Burrell,25,0,105,0,70,98,0
Justin Wilcox,0,25,80,0,25,69,0
Rudy Bears,0,25,0,0,0,0,0
Josh Smith,0,0,0,25,0,0,0
Ronaldo Rodriguez,0,90,130,0,0,0,0
Piotr Hallmann,25,180,25,0,25,82,0
Nathan Coy,25,50,80,0,25,65,0
Melissa Martinez,25,0,105,0,0,7,0
Jeremy Lang,0,25,0,0,0,0,0
Gabe Ruediger,50,25,0,0,0,0,0
Joe Vedepo,25,25,0,0,0,0,0
Fabio Gurgel,0,0,25,0,0,0,0
Danilo Belluardo,50,0,0,0,0,0,0
Michael Lerma,25,0,0,0,0,0,0
TJ Waldburger,75,270,105,0,0,32,0
Rodrigo de Lima,25,0,25,0,0,0,0
Scott McAfee,0,25,0,0,0,0,0
Mikey Gonzalez,25,0,0,0,0,0,0
Luis Ramos,50,0,0,0,0,0,0
Tateki Matsuda,0,0,25,0,25,0,0
Greg Nagy,25,0,0,0,0,0,0
Garett Whiteley,25,0,50,0,0,0,0
Axel Sola,100,0,0,0,0,12,0
Maycee Barber,500,0,370,0,140,312,0
Lolohea Mahe,50,0,0,0,0,0,0
Jiniushiyue,125,0,80,0,0,33,0
Billy Pasulatan,25,0,0,0,0,0,0
Deshaun Johnson,0,0,25,0,0,0,0
Gary Frazier,25,0,0,0,0,0,0
Travis Fulton,0,25,80,0,0,25,0
Tomasz Drwal,225,115,25,0,0,49,0
Ariane Carnelossi,100,115,25,0,0,5,0
Richard Jacobi,25,0,0,0,0,0,0
Jason Thacker,25,0,0,0,0,0,0
Mikey Burnett,100,0,80,0,25,49,0
Eugenio Tadeu,25,0,0,0,0,0,0
Brad Riddell,25,50,240,0,70,98,0
Robert Sanchez,0,115,0,0,25,1,0
Alexander Munoz,0,0,185,0,25,15,0
Kwan Ho Kwak,25,0,25,0,0,4,0
Matt Veach,100,50,0,0,0,0,0
Justin James,0,25,0,0,0,0,0
Yuki Ishikawa,25,0,0,0,0,0,0
Justin Robbins,0,0,25,0,0,0,0
Jack May,50,0,0,0,0,0,0
Collin Anglin,50,0,80,0,0,36,0
Henrique da Silva,150,115,50,0,0,15,0
Alden Coria,100,0,0,0,0,30,0
Kyle Watson,25,0,80,0,0,36,0
Sako Chivitchian,0,0,25,0,0,0,0
Jacqueline Cavalcanti,0,0,240,0,140,186,0
Kevin Casey,100,0,80,0,0,21,0
Mohammed Usman,100,0,290,0,0,31,0
Hamdy Abdelwahab,0,0,105,0,70,81,0
Luis Pajuelo,100,25,0,0,0,15,0
Yohan Lainesse,125,50,0,0,70,3,0
Rob McCullough,125,115,50,75,95,62,75
Sean Lally,25,0,0,0,0,0,0
Andreas Michailidis,50,0,105,0,0,8,0
Jesse Juarez,0,25,0,0,0,7,0
Noah Thomas,25,25,0,0,0,0,0
Mike Breeden,150,0,50,0,0,12,0
Clint Coronel,0,0,0,0,25,0,0
John Devine,25,0,0,0,0,0,0
John Gunther,0,25,0,75,0,0,0
Allan Zuniga,0,0,0,25,0,32,0
Aaron Pico,25,0,0,0,0,5,0
Philip Perez,0,90,0,0,0,1,0
Brandon Shuey,0,25,0,0,0,0,0
Vagner Rocha,25,115,25,0,0,3,0
Romie Aram,0,0,105,0,0,5,0
Allan Goes,50,90,105,0,0,44,0
JooSang Yoo,125,0,0,0,0,8,0
Vinicius Queiroz,0,25,0,0,0,0,0
Nick Aguirre,0,25,25,0,0,0,0
Larry Cureton,0,50,0,0,0,5,0
Chris Spang,100,0,50,0,0,29,0
Mario Miranda,125,0,50,0,0,40,0
Gian Siqueira,0,25,0,0,0,0,0
Christian Colombo,0,50,0,0,0,0,0
Benji Radach,125,0,105,0,0,76,0
Billy Vaughan,0,25,0,0,0,0,0
Leonardo Morales,0,25,25,0,0,1,0
Kay Hansen,0,90,75,0,0,15,0
Geraldo de Freitas,0,0,80,0,50,55,0
Eduarda Moura,100,90,160,0,25,84,0
Cole Smith,0,0,105,0,25,23,0
Will Kerr,50,90,0,0,0,2,0
Nordine Taleb,250,50,345,0,70,166,0
Val Woodburn,25,0,25,0,0,0,0
Chase Waldon,25,0,0,0,0,0,0
Ante Delija,125,0,0,0,0,13,0
Caolan Loughran,0,0,130,0,70,52,0
Don Madge,100,0,80,0,0,27,0
Tereza Bleda,50,0,160,0,0,75,0
Chalid Arrab,0,25,80,0,0,6,0
Rodney Faverus,0,0,25,0,0,7,0
Chris Ewert,0,0,25,0,0,0,0
Jon Madsen,100,0,160,0,70,73,0
Randall Wallace,0,25,0,0,0,0,0
Jacobe Smith,100,90,0,0,0,17,0
Ben Sosoli,25,0,0,0,0,0,0
Justin Hawes,25,0,0,0,0,0,0
David Baron,0,50,0,0,0,0,0
Bendy Casimir,25,25,0,0,0,0,0
Azamat Gashimov,25,25,0,0,0,0,0
Takahiro Oba,0,25,0,0,0,0,0
Jinensibieke Asikeerbai,25,0,0,0,0,0,0
Nate Smith,0,25,0,0,0,0,0
Lucrezia Ria,0,0,0,0,70,0,0
Marilia Santos,0,0,0,0,25,5,0
Joe Ellenberger,25,0,0,0,70,0,0
Sanford Alton Meeks,25,0,0,0,0,0,0
Keith Wisniewski,0,25,50,0,25,7,0
Javier Vazquez,0,180,105,0,50,62,0
Thomas Denny,50,25,25,0,0,0,0
Rick Roufus,0,25,0,0,0,0,0
Rami Hamed,0,0,80,0,0,7,0
Ding Meng,0,0,25,0,0,0,0
Mario Neto,25,0,0,0,0,0,0
Vitor Ribeiro,0,0,25,0,25,3,0
Janaina Silva,0,25,0,0,0,0,0
Mu Bae Choi,25,270,80,0,0,11,0
HanSeul Kim,25,90,25,0,0,27,0
John Adajar,0,25,0,0,0,0,0
Bobby McAndrews,0,25,0,0,0,3,0
Philipe Lins,125,0,265,0,0,41,0
Edilberto de Oliveira,50,0,0,0,0,0,0
Achilles Estremadura,0,0,25,0,0,0,0
Scott Lighty,25,0,0,0,0,0,0
Jordan Wright,175,25,25,0,0,31,0
Robbie Ring,25,0,0,0,0,0,0
Francisco Bueno,125,0,0,0,0,9,0
Baru Harn,0,25,0,0,0,0,0
Bob Sapp,350,50,0,0,0,52,0
Masanori Suda,0,25,0,0,0,2,0
Kazuma Maruyama,0,25,0,0,0,5,0
Brogan Walker,25,0,50,0,0,0,0
Chad Hanekom,0,0,25,0,0,0,0
Mario Piazzon,0,0,0,0,0,2,0
Alexander Soldatkin,0,0,0,0,0,0,0
Amilcar Alves,0,25,25,0,0,0,0
Nikolas Motta,275,0,160,0,0,40,0
Stephen Bass,0,0,25,0,0,0,0
SeungGuk Choi,0,25,265,0,0,48,0
Luis Saldana,100,0,185,0,0,89,0
Bruno Souza,0,0,50,0,0,0,0
Ben Askren,25,115,0,0,0,0,25
Carlos Barreto,0,0,130,0,0,7,0
Joey Gilbert,25,0,0,0,0,0,0
Gauge Young,0,0,50,0,0,0,0
Mark Madsen,125,25,160,0,70,48,0
Igor Borisov,0,25,0,0,0,0,0
Brady Huang,25,0,0,0,0,0,0
Viktor Pesta,50,25,105,0,0,18,0
Uran Satybaldiev,0,0,25,0,0,0,0
Ozzy Diaz,50,0,80,0,0,4,0
Djorden Santos,0,0,105,0,0,6,0
Adam Milstead,125,0,0,0,25,19,0
Lowell Anderson,25,0,0,0,0,0,0
Juan Mott,0,25,0,0,0,0,0
Rob Yundt,0,50,0,0,0,0,0
Damian Stasiak,25,180,75,0,0,2,0
Bassil Hafez,25,0,80,0,25,12,0
Willie Gates,125,50,0,0,0,21,0
Brett Rogers,450,25,0,0,0,45,25
Cam Teague,25,0,0,0,0,0,0
Ho Bae Myeon,25,0,0,0,0,0,0
Tony Sims,100,25,25,0,0,22,0
Milco Voorn,0,25,0,0,0,0,0
Yuri Villefort,0,0,25,0,50,2,0
Damien Brown,125,0,25,0,120,7,0
Dileno Lopes,0,0,25,0,25,0,0
Tony Sylvester,0,25,0,0,0,0,0
Curtis Millender,100,25,185,0,0,64,0
Julia Budd,25,25,80,0,0,1,0
Jorge Ortiz,0,0,25,0,0,11,0
Mike Joy,0,115,0,0,0,0,0
Robert Densley,0,25,0,0,0,7,0
Carlos Huachin,25,0,25,0,0,0,0
Joe Cason,25,0,0,0,0,0,0
Osamu Tachihikari,0,25,0,0,0,0,0
Jonavin Webb,0,0,25,0,25,0,0
Tae Hyun Lee,50,0,0,0,0,0,0
Dan Lauzon,25,115,25,0,0,0,0
Dequan Townsend,50,0,50,0,0,0,0
Carlton Minus,0,0,50,0,0,0,0
Brian Houston,0,25,0,0,25,0,0
Nayara Maia,0,0,25,0,0,0,0
David Martinez,100,0,80,0,0,33,0
Dennis Reed,0,25,0,0,0,1,0
Leon Aliu,25,0,0,0,0,0,0
Kaan Ofli,0,90,25,0,0,0,0
Shelton Graves,100,0,0,0,0,17,0
Everett Sims,25,0,0,0,0,0,0
Kenneth Alexander,0,0,0,0,25,0,0
Victor Altamirano,100,0,130,0,120,85,0
Abel Cullum,0,50,80,0,0,27,0
Joe Slick,100,0,0,0,0,6,0
Askar Mozharov,25,0,0,0,0,0,0
Azamat Bekoev,125,0,0,0,0,8,0
Shannon Gugerty,0,255,0,0,0,2,0
Rory Markham,150,0,0,0,0,0,0
Michael Kuiper,100,50,25,0,0,7,0
Rostem Akman,0,0,50,0,0,0,0
Danny Chavez,25,0,105,0,0,6,0
Mike Hayes,0,0,80,0,0,51,0
Matt Kovacs,0,0,25,0,0,0,0
Dave Dalgliesh,0,25,0,0,0,0,0
Paul Creighton,25,0,0,0,0,0,0
Nate James,0,0,25,0,0,0,0
Angelo Antonio,25,0,0,0,0,0,0
Eric Schambari,0,0,80,0,25,14,0
Cody East,50,0,0,0,0,0,0
Mike Rio,25,140,0,0,0,0,0
Aaron Brink,0,25,0,0,0,0,0
Sasha Palatnikov,100,50,0,0,0,26,0
Jon Manley,0,0,25,0,0,0,0
Akihito Tanaka,25,0,0,0,0,0,0
Max Mustaki,0,0,0,0,0,0,0
Sarah D'alelio,0,25,0,0,0,1,0
Akitoshi Tamura,0,25,80,0,25,100,0
Sam Adkins,0,25,0,0,0,0,0
Mateo Vogel,0,0,25,0,0,24,0
Royce Alger,25,25,0,0,0,3,0
Khama Worthy,175,90,0,0,0,23,0
Jason Fairn,25,0,0,0,0,0,0
Anthony Torres,25,90,0,0,0,0,0
Noad Lahat,50,0,80,75,0,59,0
Mark Godbeer,0,50,80,0,0,43,0
Scott Morris,25,90,0,0,0,1,0
Denys Bondar,25,25,25,0,0,11,0
Shane Nelson,100,0,50,0,70,1,0
Kazuhisa Watanabe,0,25,0,0,0,0,0
Jordan Vucenic,0,25,25,0,0,5,0
Anthony Macias,0,75,0,0,0,8,0
Rizvan Kuniev,200,0,0,0,25,73,0
Yuma Horiuchi,0,0,25,0,0,0,0
Keith Berry,50,0,0,0,0,0,0
Michael Graves,0,90,80,0,0,1,0
Ramazan Kuramagomedov,0,0,0,0,70,38,0
Jordan Williams,125,25,25,0,25,10,0
Stephanie Luciano,0,90,80,0,25,73,0
Ravena Oliveira,0,25,25,0,0,0,0
Bob Gilstrap,0,25,0,0,0,0,0
Anton Turkalj,50,25,105,0,0,2,0
Justin McElfresh,50,0,0,0,0,0,25
Gabe Lemley,25,0,0,0,0,0,25
Logan Clark,200,0,105,0,0,49,0
Steve Byrnes,0,0,25,0,0,0,0
Lee Kwan Bum,0,25,0,0,0,1,0
Eric Esch,100,115,0,0,0,16,0
Richard Crunkilton,125,90,130,0,0,30,25
Sergio Gomez,0,25,25,0,0,8,0
Thanh Le,100,0,0,0,0,1,0
Lazar Stojadinovic,25,0,0,0,0,0,0
Luke Barnatt,100,90,105,0,50,58,0
Collin Hart,0,0,25,0,0,0,0
Matt Van Buren,50,0,0,0,0,34,0
Daniel Sarafian,125,115,0,0,50,10,0
Eddie Mendez,0,25,0,0,0,0,0
Mark Cherico,25,0,0,0,0,0,0
Randy Costa,250,50,0,0,0,29,0
Joseph Sandoval,50,0,0,0,0,0,0
Jonathan Micallef,0,0,80,0,0,18,0
Kevin Jousset,25,90,105,0,0,72,0
Ronal Siahaan,0,25,0,0,0,0,0
Jason Saggo,225,0,25,0,95,24,0
Mike Lullo,25,0,25,0,0,0,0
Manny Vazquez,0,0,25,0,0,0,0
Hector Sandoval,125,25,80,0,0,28,0
Karine Gevorgyan,0,25,0,0,0,0,0
Jack Morrison,0,25,0,0,0,0,0
Kaleio Romero,0,0,25,0,0,0,0
Deividas Taurosevicius,0,0,80,25,70,14,0
Carlos Prates,700,0,25,0,0,40,50
Charles Radtke,250,90,80,0,0,44,0
Rex Holman,25,0,0,0,0,0,0
Andrey Pulyaev,0,0,25,0,0,0,0
Taneisha Tennant,0,0,25,0,0,34,0
Jose Henrique,25,0,0,0,0,0,0
Dan Evensen,50,0,0,0,0,0,0
Bob Schrijber,0,25,0,0,0,6,0
Ivan Lopez,0,0,25,0,0,0,0
Charlie Campbell,125,25,80,0,0,37,0
Amar Suloev,25,50,105,0,70,23,0
Marcos Brigagao,0,0,25,0,0,0,0
Alexandre Dantas,50,0,0,0,0,0,0
Craig Zellner,25,0,0,0,0,0,0
Koyomi Matsushima,0,0,0,0,95,0,0
Kaitlin Young,0,0,0,0,0,0,0
Cameron VanCamp,50,0,0,0,0,2,0
Pedro Falcao,100,0,50,0,0,34,0
James Barnes,25,0,0,0,0,0,0
John Cofer,25,25,0,0,0,1,0
Ralph Dillon,0,25,0,0,0,0,0
Anton Berzin,0,0,0,0,25,0,0
Jeremiah Billington,25,0,0,0,0,0,0
Malik Lewis,25,0,25,0,0,11,0
Raphael Pessoa,25,25,80,0,0,5,0
John Allan,0,25,25,0,25,0,0
John Matua,25,0,0,0,0,0,0
Emmanuel Yarborough,50,0,0,0,0,0,0
Chris Mickle,25,0,0,0,0,0,0
Yokthai Sithoar,0,25,0,0,0,0,0
Claudionor Fontinelle,25,0,0,0,0,0,0
Justin Burlinson,25,0,0,0,0,0,0
Darian Weeks,0,0,50,0,25,31,0
Daniel Puder,0,270,80,0,0,40,0
John Hosman,0,25,25,0,0,0,0
Ron Stallings,0,0,80,0,0,27,0
Gerry Harris,25,0,0,0,0,0,0
Justin Gonzales,0,0,80,0,0,87,0
Zach Zane,0,0,25,0,0,0,0
Matej Penaz,0,25,0,0,0,0,0
Jose Torres,125,0,0,0,0,0,0
Michel Batista,0,25,0,0,0,0,0
Adrian Serrano,0,0,25,0,0,0,0
Brandon Jenkins,50,0,0,0,0,0,0
Jason Gilliam,0,50,0,0,0,0,0
Chibwikem Onyenegecha,0,0,0,0,70,33,0
Anthony Adams,0,0,25,0,25,0,0
Sean Sharaf,25,0,0,0,0,0,0
Mike Stumpf,0,25,25,0,0,0,0
Rocky Lee,0,0,25,0,0,0,0
Roman Zentsov,200,25,0,0,0,6,0
Daniel Santos,200,0,185,0,0,66,0
Michael Trizano,125,25,105,0,140,58,0
Cesar Arzamendia,50,0,0,0,0,6,0
Jeff Newton,0,25,0,0,0,0,0
Jackson McVey,0,50,0,0,0,24,0
Pete Rodriguez,150,0,0,0,0,12,0
Damian Grabowski,50,0,25,0,0,0,0
Scott Graham,25,0,0,0,0,0,0
Ken Kaneko,0,25,0,0,0,0,0
Joao Roque,0,0,25,0,0,1,0
Tallison Teixeira,125,0,0,0,0,8,25
Stefan Klever,25,0,0,0,0,0,0
Siala Siliga,0,50,0,0,0,0,0
Bahatebole Batebolati,0,0,80,0,0,0,0
Mike Seal,25,0,0,0,0,17,0
Julius Anglickas,0,90,0,0,0,37,0
Karl Reed,0,25,25,0,0,0,0
Kazuki Okubo,0,90,25,0,0,10,0
Ryuichi Murata,0,25,0,0,0,0,0
Lumumba Sayers,100,115,0,0,0,12,0
Magomed Gadzhiyasulov,0,0,105,75,0,58,0
Mando Gutierrez,0,0,25,0,0,0,0
Ryan Stonitsch,0,25,0,0,0,0,0
Nik Theotikos,0,25,0,0,0,0,0
Rico DiSciullo,25,0,0,0,0,0,0
Marcelo Guimaraes,50,0,0,0,140,50,0
Dan Stittgen,25,0,0,0,25,0,0
Paul Herrera,25,0,0,0,0,0,0
Stephen Regman,0,25,0,0,0,0,0
Rafael Alves,25,180,25,25,0,3,0
Achmed Labasanov,0,0,0,0,25,0,0
Tom Murphy,100,0,0,0,0,28,0
Icho Larenas,25,0,0,0,0,0,0
Edson Drago,0,50,0,0,0,0,0
Renato Verissimo,50,0,105,0,0,18,0
Caros Fodor,0,25,0,0,25,1,0
Lisa Kyriacou,0,0,0,0,25,4,0
Masuto Kawana,25,0,0,0,0,0,0
Nick Agallar,25,0,0,0,0,0,0
Yan Pellerin,0,25,0,0,0,0,0
Scott Adams,0,90,0,0,0,0,0
Lee Higgins,0,25,0,0,0,0,0
Jason Dent,0,115,50,0,0,0,0
Guangyou Ning,100,0,105,0,25,48,0
Asbel Cancio,25,0,0,0,0,0,0
Luke Zachrich,25,25,80,0,0,17,0
Ricky Palacios,0,0,80,0,0,67,0
Toby Misech,0,0,25,0,0,0,0
Casey Olson,0,90,80,0,0,42,0
Bobby Sanchez,0,25,0,0,0,0,0
Dan Barrera,0,0,25,0,0,0,0
Mitch Ramirez,75,0,0,0,0,4,0
Joe Brammer,0,25,25,0,0,0,0
Justin Jaynes,125,25,0,0,25,12,0
SangWon Kim,100,0,25,0,0,7,0
Chuck Grigsby,25,0,0,0,0,0,0
Nate Schroeder,25,0,0,0,0,0,0
Caio Machado,0,0,130,0,25,177,0
Koji Kitao,0,90,0,0,0,0,0
Nathan Jones,0,25,0,0,0,1,0
Homer Moore,0,25,0,0,0,0,0
Mickael Lebout,0,0,130,0,0,8,0
Galore Bofando,125,0,0,0,0,7,0
Steve Jennum,100,115,0,0,0,16,0
Melton Bowen,0,25,0,0,0,0,0
Mack Brewer,25,0,0,0,0,0,0
Ron Keslar,0,90,0,0,0,0,0
Eric Lawson,0,115,0,0,0,4,0
Francisco Figueiredo,0,115,105,0,0,1,0
Bruno Santos,0,0,50,0,70,0,0
Takashi Sugiura,100,0,0,0,25,12,0
Emrah Sonmez,0,0,25,0,0,0,0
Gilbert Urbina,150,25,0,0,0,35,0
Luciano Azevedo,0,0,0,0,0,0,0
Antonio Braga Neto,25,90,0,0,25,1,0
Takayuki Okada,0,25,0,0,0,0,0
Dean Barry,0,0,0,0,0,18,0
Brady Fink,0,25,0,0,0,0,0
Roger Bowling,175,0,105,0,0,58,0
Roman Bogatov,0,0,25,0,0,0,0
Wes Combs,0,50,0,0,0,1,0
KB Bhullar,25,0,25,0,0,0,0
Seth Kleinbeck,100,0,0,0,0,11,0
Cameron Church,0,0,25,0,0,0,0
Amir Rahnavardi,25,25,0,0,0,1,0
Nick Gonzalez,0,25,0,0,0,0,0
Maia Stevenson,0,25,0,0,0,0,0
SeongChan Hong,25,0,0,0,0,0,0
Ednaldo Oliveira,0,25,25,0,0,0,0
Azunna Anyanwu,100,0,0,0,25,1,0
Vince Murdock,25,0,0,0,0,0,0
Ricky Johnson,25,0,0,0,0,0,0
Darrius Flowers,0,140,25,0,0,0,0
Shin Haraguchi,100,25,160,0,25,60,0
Chris Condo,25,0,0,0,0,0,0
Brandon Wolff,25,25,0,0,0,0,0
Oscar Cota,0,0,25,0,0,0,0
Marcel Fortuna,100,0,50,0,0,12,0
Cain Carrizosa,0,25,25,0,0,0,0
Masakatsu Okuda,25,0,0,0,0,0,0
Dennis Bryant,25,0,0,0,0,0,0
Rodolfo Rubio Perez,0,0,25,0,0,2,0
Brad Gumm,0,0,25,0,0,0,0
Rafael Rebello,0,90,25,0,25,15,0
Kiichi Kunimoto,0,115,0,0,95,4,0
Keith Berish,0,0,25,0,0,0,0
Emiliano Sordi,0,25,0,0,0,1,0
John Gunderson,0,0,130,0,0,29,0
Mark Holst,0,25,25,0,0,1,0
Stephanie Frausto,25,0,0,0,0,0,0
Vince Cachero,25,0,25,0,0,0,0
Marnic Mann,25,0,50,0,0,0,0
Brandon Visher,125,0,25,0,0,13,0
Chad Reiner,25,0,25,0,0,0,0
Sumit Kumar,0,0,25,0,0,0,0
Jesse Fujarczyk,25,25,0,0,0,0,0
Angelo Trevino,0,25,0,0,0,10,0
Rubens Xavier,25,0,0,0,0,0,0
Bu-Kyung Jung,25,0,50,0,0,0,0
Tony Halme,0,25,0,0,0,0,0
Rob Wilkinson,50,0,0,0,0,0,0
Ernest Chavez,25,25,0,0,70,2,0
Roman Mitichyan,25,90,0,0,0,0,0
Dorian Price,0,25,0,0,0,0,0
Ray Rodriguez,25,50,0,0,0,0,0
Oli Thompson,25,25,0,0,0,0,0
Dashon Johnson,0,50,0,0,0,0,0
Hitomi Akano,25,0,50,0,0,0,0
Rama Supandhi,0,0,25,0,0,0,0
Ryan Healy,0,0,25,0,0,0,0
Alex Schoenauer,25,0,25,0,0,0,0
Luiz Dutra,25,0,0,0,0,0,0
Mike van Arsdale,0,140,80,0,0,39,0
Joe Pardo,0,25,0,0,0,0,0
Phil Johns,0,25,0,0,0,0,0
Roger Zapata,0,0,0,0,0,5,0
Micah Miller,125,90,50,0,0,17,0
Livinha Souza,25,90,130,0,70,20,0
Aleksa Camur,100,0,130,0,25,104,0
Martin Sano,25,0,0,0,0,0,0
Hernani Perpetuo,0,0,25,0,25,0,0
Bas Rutten,200,0,0,0,70,20,0
Che Mills,225,0,0,0,0,16,0
WonBin Ki,225,0,0,0,0,55,0
Michael Patt,50,0,0,0,0,0,0
Jim Mullen,25,0,0,0,0,0,0
Levan Makashvili,0,0,0,0,95,20,0
Luan Lacerda,25,90,25,0,0,3,0
Lucasz Sudolski,25,0,0,0,0,3,0
Thomas Gifford,25,0,25,0,0,0,0
Daniel Frunza,0,25,0,0,0,0,0
Hector Ramirez,25,0,50,0,0,17,0
Daniel McWilliams,0,90,0,0,0,7,0
Eddy Millis,0,25,0,0,0,0,0
Zviad Lazishvili,0,0,25,0,0,0,0
Reza Nasri,25,0,0,0,0,0,0
Jason Reinhardt,25,50,0,0,0,0,0
Akiyo Nishiura,100,0,50,0,25,23,0
Rafael Freitas,25,0,0,0,0,0,0
Frank Lester,0,25,0,0,0,0,0
Adam Cella,0,25,0,0,0,0,0
Niklas Backstrom,25,90,0,25,0,1,0
Arjan Bhullar,0,25,240,0,0,4,0
Wayne Cole,25,90,0,0,0,0,0
Amiran Gogoladze,0,25,0,0,0,1,0
Brandon Saling,25,0,0,0,0,0,0
JJ Ambrose,0,25,0,0,0,0,0
Johnny Bedford,225,50,0,0,0,117,0
Windri Patilima,25,0,0,0,0,0,0
Daiki Hata,0,0,130,0,0,30,0
Kyle Sturgeon,0,25,0,0,0,2,0
Jason Gonzalez,25,140,0,0,0,9,0
Hashem Arkhagha,0,25,0,0,0,0,0
Suman Mokhtarian,25,0,25,0,0,0,0
Izabela Badurek,0,25,0,0,0,0,0
Clay French,0,25,0,0,0,1,0
Fabiano Scherner,50,0,0,0,0,0,0
Taiei Kin,25,25,80,0,0,28,0
Takeshi Inoue,200,0,50,0,0,31,25
Alberto Crane,50,0,0,0,0,0,0
SangHoon Yoo,100,0,25,0,0,0,0
Jeff Bedard,0,25,80,0,0,14,0
Ryan Roberts,0,25,0,0,0,0,0
Dan Moret,25,0,50,0,0,0,0
Ruben Villareal,50,0,0,0,0,16,0
Matheus Scheffel,25,0,0,0,0,0,0
Bertrand Amoussou,100,0,0,0,0,26,0
Raou Raou,25,0,0,0,0,0,0
Sam Greco,0,0,0,0,25,16,0
